Company Name,Target Status,Status (proposed),Public Website Homepage URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info),AI Failed Criteria,AI Filter Flag
Re-Strike Machine and Tool Inc.,CX,,https://re-strike.ca/,Grok,"2884 Slough St., Unit 1 and 2",Mississauga,ON,L4T 1G3,(905) 564-5747,Heavy industries requiring technical weldments; Machinery builders and automation integrators; Industrial facilities; Various sectors requiring large machined components,"Precision fabrication and welding; CNC Boring Mill with large capacity (137"" x 98""); CNC Milling and Turning; CAD/CAM Design and Quality Control; Automation Systems and Contract Manufacturing; Coating and part finishing, metal forming",~30k ft² (zoominfo),~50 (estimate),"""$10M (calc from employees); ~$5M (estimate)""",NI,Privately held; founded after acquiring a small machine shop in the Greater Toronto Area; family-owned?,"CNC Boring Mill (137"" x 98""); Multi-axis machining centers; VMC department with high-speed machining capabilities",refer to site,refer to site,Yes,Yes,,Canada,NI,,,
Glider Guard Tool & Die Inc.,CX,,https://gliderguard.com/,Grok,"5135 Ure Street, R.R. #1",Oldcastle,Ontario,N0R 1L0,(519) 737-7313,Automotive; Tier 1 and Tier 2 suppliers; Decorative and trim tooling market,Precision die and mould tooling; Stamping dies and progressive dies manufacturing; Injection moulds for plastics and multi-action moulds; Prototyping and tryout facilities; Advanced automation and CAD/CAM technology integration; CNC machining and EDM services,"~30,000 ft² (zoominfo)","""~50 (estimate)""","""$10M (calc from employees); ~$5M (estimate)""",44,Privately held; family-owned since 1980 by the Cox family,Makino (Wire EDM) ×2; CNC machining centres (horizontal and vertical); Tryout and spotting presses ; New state-of-the-art machinery (News: 2024),refer to site,refer to site,NI,Yes,,Canada,NI,,,
Mahuta Tool Corporation,CY,"High-end, precision tooling shop",https://www.mahutatool.com/,Grok,N118 W19137 Bunsen Dr.,Germantown,WI,53022,(262) 502-4100,"Aerospace, Automotive, Medical, Packaging, Military ; Automotive, Medical, Consumer products (News: 2010)","CNC machining, tool and die making, wire EDM services, CNC milling and turning, multi-axis machining up to 5-axis, tool and die manufacturing, wire EDM services, metal stamping, assembly, welding, ISO 9001:2015 certified ; Custom molds and dies (News: 2010)","~30,000 ft² (public: ZI 2023)","""~50 (estimate)""","""$10M (calc from employees); ~$5M (estimate)""",NI,Privately held; family-owned. ; Family-owned (News: 2010),"CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; CMM / Metrology Systems ; Advanced CNC machinery, Precision tooling equipment (News: 2010)",Yes,Yes,NI,Yes,,Wisc ; Wisconsin (News: 2010),Yes,,,
Applegate EDM,CY,"High-end, precision tooling shop",https://www.applegateedm.com/,Grok,2405 Squire Place,Dallas,TX,75234,(174) 483-2843,"Aerospace; Defense; Oil, Gas, and Energy ; Aerospace, Medical (News: 2023) ; Aerospace (News)","Precision wire EDM services; Sinker EDM machining; EDM hole drilling with robotic tool change capability; High-quality, custom machining projects with a focus on complex requirements; Wire EDM; Sinker EDM ; Precision EDM services (News: 2023) ; Electrical discharge machining (EDM) services (News)","30,000 ft² (site)",90 (calc from revenue_site),$18M (calc from sqft),NI,Privately held; part of Precision Aerospace Holdings; founded by Wayne Applegate. ; Juniper Capital Management (News),EDM Hole Drill ×6; Wire EDM ×9; Sinker EDM ×16 ; Advanced EDM machines (News: 2023) ; Advanced EDM technology (News),NI,NI,NI,refer to site,,No region,Yes,,,
Expert Tool & Machine,CY,"High-end, precision tooling shop",https://www.etmusa.com/,Grok,2433 Arbuckle Ct,Dallas,TX,75229,(972) 241-5353,Food manufacturing; Commercial manufacturing; Mechanical engineering; Structural engineering,"Custom CNC milling with 3, 4, and 5-axis capabilities; CNC turning and conventional machining; Fabrication and installation of mezzanines, platforms, and catwalks; Mechanical and structural engineering using SolidWorks and AutoCAD; Process piping with programmable orbital welding; CNC",~30k ft² (zoominfo),~40 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),NI,Privately held; possible family-owned,CNC Mills (3-axis); CNC Mills (5-axis); CNC Turning Machines; Programmable Orbital Welder,Yes,Yes,NI,Yes,,No region,NI,,,
Icon Machine Company,CY,High-end precision moldmaker,https://www.iconmachineshop.com/,Grok,2240 Hinton Dr,Irving,TX,refer to site,(972) 438-7292,Aerospace; Defense; Commercial; Industrial ; Aerospace (News: 2023),CNC Milling; CNC Turning; Casting & Forging; Rough Machining; Finish Machining ; Precision machining and manufacturing (News: 2023),~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",NI,Privately held ; Acquired by Juniper Capital Management (News) ; Dallas-based investors (News: 2023) ; Precision Aerospace Holdings (News: 2023),OKUMA CNC Lathes (CNC Turning) ; Advanced machinery (News),NI,NI,NI,NI,,No region ; Dallas (News: 2023),NI,,,
Mills Machine Shop Operating Services,CY,"High-end, precision tooling shop",https://millsmachineshop.com/,Grok,11619 Bois D Arc Ln,Ponder,TX,76259,(940) 390-8655,Automotive; Aerospace; Industrial; Consumer products,CNC; CNC Milling; CNC turning; Saw cutting; Laser cutting; Plasma cutting,"~30,000 ft² (public: ZI 2023)","""40 (calc from revenue_site)""",$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate),31,Privately held; family-owned by Eddie and Linda Mills,HAAS VF7 (3-axis) ×1; HAAS DM 2 (3-axis) ×1; HAAS VF2 SS (3-axis) ×1; Hwacheon Hi Tech 200A Lathe ×1; Leadwell T8 Lathe ×1; Leadwell LTC-25A Lathe ×1; HE&M Saw H90A-1 ×1; HE&M Saw H90A-4 ×1,Yes,NI,NI,Yes,,No region,NI,,,
Shamrock Precision,CY,"High-end, precision tooling shop",https://www.shamrockprecision.com/,Grok,14850 Venture Dr,Dallas,TX,75234,(972) 241-4226,Aerospace; Oilfield Services; Defense; Telecommunications; Industrial,Swiss Machining; CNC Milling; CNC Turning; Aerospace Machining; Inspection and Testing; Outside Process Management Services; Manufacturing of shear screws and pins; CNC,"~50,000 ft² (public: ZI 2023)",100+ (site),"""$10M (calc from employees); $30M (calc from sqft)""",44,Privately held; possible family-owned,CNC Mills (3-axis); CNC Mills (5-axis); Swiss-type CNC Machines; CMM / Metrology Systems,Yes,Yes,NI,Yes,,No region,NI,,,
"Area Tool & Manufacturing, Inc.",CY,"High-end, precision tooling shop",http://www.areatool.com/,Grok,181 Baldwin Street Park Road,Meadville,PA,16335,(814) 724-3166,"Automotive; Medical; Telecommunications; Electronics ; Automotive, Aerospace, Medical (News: 2023)","Precision machining; Wire EDM; Sinker EDM; Surface grinding; Inspection services; ISO 9001:2015 certified ; Precision mold building, Tool & die manufacturing (News: 2023)","20,000 ft² (site)",12 (site),"""$2.4M (calc from employees); ~$5M (public: ZI 2023)""",49,Privately held; woman-owned by Ashleigh Wehrle; family-owned.,Brown & Sharpe Sheffield S.4.5.4 CMM ; Advanced machinery (News: 2023),NI,NI,NI,Yes,,W.Pa,Yes,,,
"Viking Tool & Gage, Inc.",CY,"High-end, private",http://vikingtg.com/,Grok,11210 State Highway 18,Conneaut Lake,PA,16316,(814) 382-8691,Automotive; Aerospace; Industrial manufacturing; Consumer products,CNC; Wire EDM; Sinker EDM,"~50,000 ft² (zoominfo)",~50 (estimate),"""$10M (calc from employees); ~$10M (public: estimate)""",NI,Privately held; family-owned with a strong emphasis on quality and customer service.,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,Yes,NI,Yes,,W.Pa,NI,,,
Cavalier Tool & Manufacturing Ltd.,CX,,https://www.cavaliertool.com/,Grok,3450 Wheelton Dr.,Windsor,Ontario,N8W 5A7,(519) 944-2144,Automotive; Commercial; Recreational; Agricultural,Feasibility design and product development; Mold flow analysis and mold manufacture/modification; Prototype part manufacture and fixture development; Mold repair services and start-up services; Tryouts to small production runs and offshore tooling project management,~132k ft² (site),250 (site),$50M (calc from employees); ~$50M (zoominfo),49,Privately held; founded in 1975,Okuma MCR-BV (site); CNC Mills; Injection Molding Tryout Presses; CMM / Metrology Systems ; Okuma MCR-BV double column machining center (News: 2023) ; Advanced manufacturing technologies (News: 2023) ; Advanced machinery and technology (News: 2023),refer to site,refer to site,Yes,NI,,Canada,NI,,,
Delva Tool & Machine,C?,,https://www.delvatool.com/,Grok,1911 Rowland Street,Cinnaminson,NJ,8077,(888) 317-9990,Aerospace; Defense; Medical,"Precision CNC machining for complex, tight-tolerance components; Assembly services; Design and build of test equipment; Manufacturing of aerospace support and ground support equipment ; Precision machining services (News: 2023)",~200k ft² (site); ~300k ft² (site),200+ (site); 350 (site),$70M (site); ~$50M (public: ZI 2023),NI,"Privately held; part of Consolidated Machine & Tool Holdings, LLC ; Acquired by CMTH Holdings (News: 2023)",CNC Machines ×150+; CNC Equipment ×250,refer to site,refer to site,NI,NI,,NJ-E.Pa,Yes,,,
Lowell Inc.,CY,"High-end, medical-focused moldmaker",https://lowellinc.com/,Grok,9425 83rd Ave N,Minneapolis,MN,55445,(763) 425-3355,"Medical, Orthopedics, Cardiovascular, Trauma and Extremity ; Medical (News: 2023)","ISO 13485, Precision CNC machining, Laser marking, Advanced surface finishing, Design and engineering support, Quality assurance ; Injection molding (News: 2023)",0 ft² (site),~100 (zoominfo),"""$20M (calc from employees); ~$10M (public: ZI 2023)""",61,"Privately held, family-owned",Makino; Yasda; Kern ; State-of-the-art equipment for implantable devices (News: 2023),refer to site,refer to site,NI,Yes,,Minn,Yes,,,
Accumold,CY,"High-end, medical-focused moldmaker",https://www.accumold.com/,Grok,1711 SE Oralabor Rd,Ankeny,IA,50021,(515) 964-5741,"Medical and healthcare devices; Micro-electronics and telecommunications; Automotive and aerospace components; Consumer and industrial products ; medical, microelectronics, emerging technologies (News: 2018) ; medical, microelectronics, emerging technologies (News: 2020) ; Medical (News: 2023)",Micro-molding; Micro-optics; Insert molding; Cleanroom molding; Design and engineering support; ISO 13485 ; micro-molding (News: 2018) ; micro-molding (News: 2020),~82k ft² (public: ZoomInfo 2024) ; 130000 (News: 2020),~300 (public: LinkedIn 2024) ; 300 (News: 2020),$60M (calc from employees); ~$50M (public: ZoomInfo 2024),40,"Privately held, family-owned",CNC Mills (3-axis); CNC Mills (5-axis); Injection Molding Tryout Presses; CMM / Metrology Systems ; advanced micro-molding technology (News: 2020) ; New molding machines (News: 2023),Yes,Yes,NI,Yes,,No region,Yes,,,
Roberts Tool & Die,CY,"High-end, precision tooling shop",https://r-t-d.com/,Grok,401 Industrial Rd,Chillicothe,MO,64601,(660) 646-5950,Automotive; Transportation; Home and commercial construction; Regional and national manufacturing,"tool and die services; CNC precision machining; wire EDM; assembly; Design and build of various dies including progressive, blank, pierce, and form dies; Advanced CNC machining and turning services; Metal stamping; Comprehensive assembly services; reverse engineering; welding; CNC; Wire EDM",~30k ft² (zoominfo),~50 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),41,Privately held; part of Big Rocks Manufacturing since January 2024.,CNC Mills (3-axis); Wire EDM; Injection Molding Tryout Presses,Yes,NI,Yes,NI,,No region,NI,,,
"Reardon Machine Company, INC",CY,"High-end, private",https://reardonmachine.com/,Grok,5015 SE Highway 169,Saint Joseph,MO,64507,(816) 279-0906,Agricultural; Animal Health and Science; Commercial Food and Pet Food Processing; Energy-related Industries; Petroleum; Transportation,"Precision machining; Fabrication and repair of tooling and machinery; Design and engineering services; Machine repair, modification, and reconditioning; CNC; Wire EDM; Sinker EDM",~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",50,Privately held; family-owned; founded by Joe Reardon.,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,No region,NI,,,
"Burger & Brown Engineering, Inc.",CY,"High-end, private",https://www.burgereng.com/,Grok,4500 E. 142nd St.,Grandview,MO,64030,(816) 878-6675,Department of Energy; Energy Storage; Consumer Products; Medical; Semiconductor,Precision CNC Machining; High Speed Micro Milling; CNC Swiss Turning; Custom Injection Molding; Engineering Design; Industrial Automation; Manual Machining; CNC,~50k ft² (public: ZI 2023),~50 (estimate),"""$11M (calc from sqft); ~$10M (estimate)""",47,Privately held; family-owned,Makino (5-axis); Yasda (5-axis); Kern (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,No region,Yes,,,
Excel Tool & Mfg.,CY,"High-end, precision tooling shop",https://www.exceltool.com/,Grok,14344 W 96th Terr,Lenexa,KS,66215,(913) 894-6415,"Aerospace, Energy, Defense",Precision CNC machining,"~30,000 ft² (zoominfo)","""25 (calc from revenue_site)""",$10M (calc from employees); ~$5M (public: Grok),NI,Privately held; woman-owned,"CNC Mills (3-axis), CNC Mills (5-axis), Wire EDM, CMM / Metrology Systems",Yes,Yes,NI,NI,,No region,NI,,,
De Boer Tool,CX,,https://deboertool.com/,Grok,refer to site,Mississauga,Ontario,refer to site,(905) 361-4303,Aerospace; Automotive; General manufacturing; Industrial machinery,Custom cutter design and manufacturing; Regrinding and remanufacture of cutting tools; PVD coating services; Speeds and feeds optimization,~18k ft² (site),~50 (zoominfo),"""$10M (calc from employees); ~$5M (public: ZI 2023)""",NI,Privately held; founded by Matt De Boer; family-owned.,Tool & cutter grinders; support grinding machines; edge preparation equipment; in-house coating center.,NI,NI,Yes,Yes,,Canada,NI,,,
Micro MIM USA Inc.,CX,,https://micro-mim-usa.com/,Grok,655 Metro Place South Suite 600-MIM,Dublin,OH,43017,(614) 789-1653,Medical device manufacturing; Semiconductor industry; Precision component manufacturing,μ-MIM® technology for high-precision metal components; 3D-μMIM® for mass production of complex shapes without secondary processing; Quality assurance and evaluation services; Research and development for advanced material applications; ISO 13485,~30k ft² (zoominfo),50 (site),"""$11M (calc from sqft); ~$5M (estimate)""",NI,Privately held; Subsidiary of Micro MIM Japan Holdings Inc.,Makino; Yasda,refer to site,refer to site,NI,NI,,No region,Yes,,,
Instrument Development Corp,CY,"High-end, precision tooling shop",https://idcwi.com/,Grok,600 Perkins Drive,Mukwonago,WI,53149-1454,(696) 569-0273,Defense; Aerospace; Medical; Energy,5-Axis Milling and 3 and 4-Axis Milling; Wire EDM and Turning Capabilities; Design for Manufacturing and Engineering; Prototype Tooling and Assembly; Microscopic Deburring and Custom Packaging; CNC; Wire EDM,"150,000 ft² (site)",~100 (zoominfo),$30M (calc from sqft); ~$10M (public: ZI 2023),NI,Privately held,CNC Mills (5-axis); Wire EDM; Turning Machines,NI,Yes,NI,NI,,Wisc,Yes,,,
RDL Machine Inc,CY,"High-end, precision tooling shop",https://www.rdlmachine.net/,Grok,4300 Viking Drive,Bossier City,LA,71111,(318) 752-5515,Aerospace; Automotive; Medical; Industrial; Consumer Products,"CNC Turning and Multi-Axis Machining; 5-Axis and 4-Axis CNC Machining; Wire EDM and EDM Sinker Machining; Metal Fabrication and Welding Services; 5-Axis Water Jet Cutting and 3D Printing; Tool and Die, Surface Grinding, and Sand Blasting; Heat Treating and Trotec Laser Services",~30k ft² (zoominfo),40 (site),"""$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate)""",22,Privately held; founded in 2003.,CNC Mills (5-axis); CNC Mills (4-axis); Wire EDM; Sinker EDM; 5-Axis Water Jet,NI,Yes,NI,NI,,No region,Yes,,,
Host Machine Worx LLC,C?,,https://www.hostmachineworx.com,Grok,30 McDonald Blvd Suite 1,Aston,PA,19014,(254) 535-2419,Automotive; Aerospace; Consumer products; Industrial manufacturing,Custom machinery design and manufacturing; Engineering and project management; Parts machining and fabrication; Custom aluminum extrusions; Laser cutting and bending; Weldments and fixturing; Finished assemblies and kitting; Fully automated production lines,~30k ft² (zoominfo),~20 (estimate),"""$4M (calc from employees); ~$2M (estimate)""",NI,"Privately held; leadership includes inventors, engineers, and project managers.",Makino; Haas; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,NJ-E.Pa,NI,,,
Innostrat Solutions,CY,"High-end, precision tooling shop",https://innostrat.com,Grok,"100 McMorran Blvd, 5th Floor",Port Huron,MI,48060,(519) 746-7077,"Automotive; Aerospace; Oil, Gas, and Mining; Defence; Renewable Energy","Design and manufacture of fixtures, assembly lines, and inspection stations; Development of unique products like Anglo-meter, Optical Comparator, and Non-Destructive Tester; Offers 3D printing, five-axis CNC machining, and CMM services; Provides gauges and fixtures, from simple attribute gauges to fully automated systems; CNC",~30k ft² (zoominfo),~50 (zoominfo),$10M (calc from employees); ~$5M (public: ZI 2023),NI,Privately held; minority-owned,CNC Mills (5-axis); CMM / Metrology Systems,NI,Yes,Yes,NI,,Mich,NI,,,
Esquire Manufacturing,CY,"High-end, precision tooling shop",https://esquiremanufacturing.com,Grok,111 TX-224,Commerce,TX,75428,(903) 886-4779,Medical; Aerospace & Defense; Oil & Gas; Automotive,Precision CNC machining from prototype to production; Fabrication services for complex engineering challenges; Custom parts manufacturing to exact standards; Fast turnaround times and competitive pricing,~30k ft² (zoominfo),"""25 (calc from revenue_site)""","""$10M (calc from employees); $18M (calc from sqft)""",NI,Privately held; ITAR registered,Makino (5-axis); Haas (3-axis VMC); Wire EDM; CMM / Metrology Systems,Yes,refer to site,NI,NI,,No region,Yes,,,
Promark Tool and Manufacturing,CX,,https://promarkmfg.ca/,Grok,107 Howden Road,Toronto,ON,M1R 3C7,(416) 755-2234,Aerospace and aircraft; Automotive and military/defense; Medical and pharmaceuticals; Renewable energy and consumer goods,"CNC machining and custom metal stamping; Tool and die design and manufacturing; Electromechanical assembly and product prototyping; Welding, fabrication, and custom sheet metal fabrication",~30k ft² (zoominfo),"""refer to site""","""$11M (calc from sqft)""",NI,Privately held; founded by industry experts with a focus on quality and innovation,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,Yes,NI,NI,,Canada,Yes,,,
Midwest Tool Inc,CY,"High-end, precision tooling shop",https://www.midwest-tool-inc.com/,Grok,3637 Enterprise Avenue,Joplin,MO,64801,(417) 623-6872,Aerospace; Automotive; Gas and Oil; Mining; Packaging Equipment,Custom fabrications; Machining; Tool & die making; Progressive tool and die making; Large vertical turning; Horizontal milling; CNC lathes; Wire EDM machining; Welding services; CMM inspection; Quality assurance,"54,000 ft² (site)",~100 (site),$20M (calc from employees); ~$10M (zoominfo),NI,Privately held; founded by three local residents; family-owned.,CNC Lathes; Wire EDM; Large Vertical Turning; Horizontal Milling/Boring; CMM Inspection,NI,NI,NI,Yes,,No region,NI,,,
"Alto Precision, Inc.",CY,"High-end, private",https://altoprecision.com/,Grok,6534 Clay Ave SW,Grand Rapids,MI,49548,(616) 698-8088,Food Industry; Medical Device; Automotive; Alternative Energy; Aerospace; Material Handling,"Robot integration and custom machine building; Precision machining and prototype parts fabrication; Electrical and controls engineering, including panel building; Mechanical design and engineering services",~30k ft² (zoominfo),"""refer to site""","""$11M (calc from sqft); ~$5M (estimate)""",NI,Privately held; emphasizes a culture of creativity and ownership mindset.,Makino (5-axis); Yasda (5-axis); Kern (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,NI,,Mich,Yes,,,
"Momentum Industries, Inc.",CY,"High-end, precision tooling shop",https://momentumind.com/Default.aspx,Grok,100 Woodside Drive,St. Louis,MI,48880,(989) 681-5735,Automotive; Aerospace; Consumer products; Industrial manufacturing,Custom tooling and precision machining; Tool and die manufacturing; Machining services; Comprehensive project management,~30k ft² (public: zoominfo),~40 (estimate),$8M (calc from employees); ~$5M (estimate),38,Privately held; second-generation ownership; family-owned,CNC Mills (3-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,NI,NI,Yes,,Mich,NI,,,
Precision Wire EDM Service Inc.,CY,High-end precision moldmaker,https://www.pwedm.com/,Grok,3180 3 Mile Rd NW,Grand Rapids,MI,49534,(616) 453-4360,Mold & Die; Municipal; Community; Custom Tile,Wire EDM cutting; Laser cutting; Waterjet cutting; EDM sinking; Small hole popping; Cryogenic tempering; Milling services; Mold and die services; Wire EDM; Sinker EDM,~30k ft² (zoominfo),~50 (zoominfo),$10M (calc from employees); ~$5M (public: ZI 2023),NI,Privately held; President has been in the industry since 1978 and is a Journeyman Tool and Die maker; Family-owned.,Dynamic Water Jet; Wire EDM; Laser cutting machines; EDM sinking machines,NI,NI,NI,Yes,,Mich,NI,,,
